element,isotope,state,cooling time,isotope % dose,pathway,pathway % dose,Scenario,Spectrum,Material,Dose threshold
Na,24,,24 h,99.76550989,"Al27 -(n,a)-> Na24",98.30194986,SA2,500MW_Port_Cell,Al-6061,99
Na,24,,24 h,99.76550989,"Mg24 -(n,p)-> Na24",1.458571755,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,11.6 d,47.863556,"Mn55 -(n,2n)-> Mn54",33.28000912,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,11.6 d,29.53185977,"Zn64 -(n,g)-> Zn65",21.71595776,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,11.6 d,47.863556,"Fe54 -(n,p)-> Mn54",14.49834975,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,11.6 d,29.53185977,"Zn66 -(n,2n)-> Zn65",7.740595764,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,11.6 d,11.84017288,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",6.793299189,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,11.6 d,11.84017288,"Cu63 -(n,a)-> Co60",5.017273258,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,11.6 d,7.369250456,"Ti46 -(n,p)-> Sc46",4.886255207,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,11.6 d,7.369250456,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",2.087634962,SA2,500MW_Port_Cell,Al-6061,99
Cr,51,,11.6 d,1.5625371,"Cr50 -(n,g)-> Cr51",1.009789601,SA2,500MW_Port_Cell,Al-6061,99
Fe,59,,11.6 d,0.995214531,"Fe58 -(n,g)-> Fe59",0.992736447,SA2,500MW_Port_Cell,Al-6061,99
Cr,51,,11.6 d,1.5625371,"Cr52 -(n,2n)-> Cr51",0.511668399,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,11.6 d,7.369250456,"Ti47 -(n,np)-> Sc46",0.302139269,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,11.6 d,7.369250456,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.043773348,SA2,500MW_Port_Cell,Al-6061,99
Cr,51,,11.6 d,1.5625371,"Fe54 -(n,a)-> Cr51",0.040875971,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,30 d,48.93522788,"Mn55 -(n,2n)-> Mn54",34.0251533,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,30 d,29.85292359,"Zn64 -(n,g)-> Zn65",21.95204884,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,30 d,48.93522788,"Fe54 -(n,p)-> Mn54",14.82296988,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,30 d,29.85292359,"Zn66 -(n,2n)-> Zn65",7.824749803,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,30 d,12.52839217,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",7.188165009,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,30 d,12.52839217,"Cu63 -(n,a)-> Co60",5.308906183,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,30 d,6.738940834,"Ti46 -(n,p)-> Sc46",4.468322109,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,30 d,6.738940834,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",1.909074549,SA2,500MW_Port_Cell,Al-6061,99
Cr,51,,30 d,1.050281458,"Cr50 -(n,g)-> Cr51",0.678744392,SA2,500MW_Port_Cell,Al-6061,99
Cr,51,,30 d,1.050281458,"Cr52 -(n,2n)-> Cr51",0.343925166,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,30 d,6.738940834,"Ti47 -(n,np)-> Sc46",0.276296574,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,30 d,6.738940834,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.040029309,SA2,500MW_Port_Cell,Al-6061,99
Cr,51,,30 d,1.050281458,"Fe54 -(n,a)-> Cr51",0.027475363,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,180 d,51.14900848,"Mn55 -(n,2n)-> Mn54",35.56441709,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,180 d,28.42873819,"Zn64 -(n,g)-> Zn65",20.90478834,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,180 d,51.14900848,"Fe54 -(n,p)-> Mn54",15.49354616,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,180 d,17.31000592,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",9.931615898,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,180 d,28.42873819,"Zn66 -(n,2n)-> Zn65",7.451456568,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,180 d,17.31000592,"Cu63 -(n,a)-> Co60",7.33511501,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,180 d,2.834353718,"Ti46 -(n,p)-> Sc46",1.879346576,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,180 d,2.834353718,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",0.802944065,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,180 d,2.834353718,"Ti47 -(n,np)-> Sc46",0.116208502,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,180 d,2.834353718,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.016836061,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,230 d,51.14152173,"Mn55 -(n,2n)-> Mn54",35.55921148,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,230 d,27.55787909,"Zn64 -(n,g)-> Zn65",20.26441081,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,230 d,51.14152173,"Fe54 -(n,p)-> Mn54",15.49127835,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,230 d,18.99066279,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",10.89589278,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,230 d,18.99066279,"Cu63 -(n,a)-> Co60",8.047293359,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,230 d,27.55787909,"Zn66 -(n,2n)-> Zn65",7.223195688,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,230 d,2.09579495,"Ti46 -(n,p)-> Sc46",1.389637799,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,230 d,2.09579495,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",0.593717751,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,230 d,2.09579495,"Ti47 -(n,np)-> Sc46",0.085927593,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,230 d,2.09579495,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.012449022,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,1 y,50.13383909,"Mn55 -(n,2n)-> Mn54",34.85855966,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,1 y,24.83068679,"Zn64 -(n,g)-> Zn65",18.25899723,SA2,500MW_Port_Cell,Al-6061,99
Mn,54,,1 y,50.13383909,"Fe54 -(n,p)-> Mn54",15.1860412,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,1 y,23.93825196,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",13.73457206,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,1 y,23.93825196,"Cu63 -(n,a)-> Co60",10.14383427,SA2,500MW_Port_Cell,Al-6061,99
Zn,65,,1 y,24.83068679,"Zn66 -(n,2n)-> Zn65",6.508371316,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,1 y,0.908393667,"Ti46 -(n,p)-> Sc46",0.602319505,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,1 y,0.908393667,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",0.257338842,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,1 y,0.908393667,"Ti47 -(n,np)-> Sc46",0.03724414,SA2,500MW_Port_Cell,Al-6061,99
Sc,46,,1 y,0.908393667,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.005395858,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,10 y,98.60396115,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",56.57402271,SA2,500MW_Port_Cell,Al-6061,99
Co,60,,10 y,98.60396115,"Cu63 -(n,a)-> Co60",41.78342854,SA2,500MW_Port_Cell,Al-6061,99
Al,26,,10 y,0.810561578,"Al27 -(n,2n)-> Al26",0.810561578,SA2,500MW_Port_Cell,Al-6061,99
Cu,64,,24 h,32.47955215,"Cu63 -(n,g)-> Cu64",28.94805045,SA2,500MW_Port_Cell,Al-Brz,99
Na,24,,24 h,25.01707299,"Al27 -(n,a)-> Na24",25.01682282,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,24 h,14.68331614,"Ni58 -(n,p)-> Co58",8.685475162,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,24 h,22.49404433,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",7.961317108,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,24 h,22.49404433,"Cu63 -(n,a)-> Co60",5.879943187,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,24 h,14.68331614,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",5.80108454,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,24 h,22.49404433,"Co59 -(n,g)-> Co60m -(IT)-> Co60",4.610829206,SA2,500MW_Port_Cell,Al-Brz,99
Cu,64,,24 h,32.47955215,"Cu65 -(n,2n)-> Cu64",3.530202524,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,24 h,22.49404433,"Co59 -(n,g)-> Co60",2.778014474,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,24 h,2.139244026,"Mn55 -(n,2n)-> Mn54",1.552321035,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,24 h,2.24407409,"Ta181 -(n,g)-> Ta182",1.408807273,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,24 h,2.24407409,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",0.820635454,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,24 h,22.49404433,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",0.74612745,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,24 h,2.139244026,"Fe54 -(n,p)-> Mn54",0.58200273,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,24 h,22.49404433,"Ni60 -(n,p)-> Co60",0.466526479,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,11.6 d,55.75459152,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",19.73322258,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,11.6 d,32.93143623,"Ni58 -(n,p)-> Co58",19.47960316,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,11.6 d,55.75459152,"Cu63 -(n,a)-> Co60",14.57425022,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,11.6 d,32.93143623,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",13.01055183,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,11.6 d,55.75459152,"Co59 -(n,g)-> Co60m -(IT)-> Co60",11.42857617,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,11.6 d,55.75459152,"Co59 -(n,g)-> Co60",6.885692053,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,11.6 d,5.195515026,"Mn55 -(n,2n)-> Mn54",3.770073524,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,11.6 d,5.230858666,"Ta181 -(n,g)-> Ta182",3.283880762,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,11.6 d,5.230858666,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",1.912872706,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,11.6 d,55.75459152,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",1.849379801,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,11.6 d,5.195515026,"Fe54 -(n,p)-> Mn54",1.413491818,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,11.6 d,55.75459152,"Ni60 -(n,p)-> Co60",1.156350228,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,30 d,59.36502128,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",21.01106198,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,30 d,29.49773524,"Ni58 -(n,p)-> Co58",17.44850035,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,30 d,59.36502128,"Cu63 -(n,a)-> Co60",15.51801656,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,30 d,59.36502128,"Co59 -(n,g)-> Co60m -(IT)-> Co60",12.16864206,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,30 d,29.49773524,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",11.65396524,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,30 d,59.36502128,"Co59 -(n,g)-> Co60",7.331580128,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,30 d,5.349011096,"Mn55 -(n,2n)-> Mn54",3.881456411,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,30 d,5.022100763,"Ta181 -(n,g)-> Ta182",3.152824638,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,30 d,59.36502128,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",1.969137756,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,30 d,5.022100763,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",1.836532028,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,30 d,5.349011096,"Fe54 -(n,p)-> Mn54",1.455251959,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,30 d,59.36502128,"Ni60 -(n,p)-> Co60",1.231230541,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,180 d,81.13921667,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",28.71760296,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,180 d,81.13921667,"Cu63 -(n,a)-> Co60",21.20979124,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,180 d,81.13921667,"Co59 -(n,g)-> Co60m -(IT)-> Co60",16.63191663,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,180 d,81.13921667,"Co59 -(n,g)-> Co60",10.02069326,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,180 d,9.809163936,"Ni58 -(n,p)-> Co58",5.802316652,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,180 d,5.532778599,"Mn55 -(n,2n)-> Mn54",4.014805463,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,180 d,9.809163936,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",3.875404488,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,180 d,81.13921667,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",2.691387817,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,180 d,2.925660045,"Ta181 -(n,g)-> Ta182",1.83670012,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,180 d,81.13921667,"Ni60 -(n,p)-> Co60",1.682827354,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,180 d,5.532778599,"Fe54 -(n,p)-> Mn54",1.505247746,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,180 d,2.925660045,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",1.069884622,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,230 d,85.39150035,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",30.22261372,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,230 d,85.39150035,"Cu63 -(n,a)-> Co60",22.32133819,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,230 d,85.39150035,"Co59 -(n,g)-> Co60m -(IT)-> Co60",17.50354974,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,230 d,85.39150035,"Co59 -(n,g)-> Co60",10.54585029,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,230 d,5.305111737,"Mn55 -(n,2n)-> Mn54",3.849601281,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,230 d,6.435121043,"Ni58 -(n,p)-> Co58",3.806502799,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,230 d,85.39150035,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",2.832436067,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,230 d,6.435121043,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",2.542387622,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,230 d,85.39150035,"Ni60 -(n,p)-> Co60",1.771019717,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,230 d,2.316409225,"Ta181 -(n,g)-> Ta182",1.454218547,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,230 d,5.305111737,"Fe54 -(n,p)-> Mn54",1.443308699,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,230 d,2.316409225,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",0.847087689,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,1 y,92.02913203,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",32.5718707,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,1 y,92.02913203,"Cu63 -(n,a)-> Co60",24.05641511,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,1 y,92.02913203,"Co59 -(n,g)-> Co60m -(IT)-> Co60",18.86413148,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,1 y,92.02913203,"Co59 -(n,g)-> Co60",11.36559781,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,1 y,4.443242702,"Mn55 -(n,2n)-> Mn54",3.224194634,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,1 y,92.02913203,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",3.052606309,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,1 y,92.02913203,"Ni60 -(n,p)-> Co60",1.908684198,SA2,500MW_Port_Cell,Al-Brz,99
Mn,54,,1 y,4.443242702,"Fe54 -(n,p)-> Mn54",1.20882861,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,1 y,1.931700593,"Ni58 -(n,p)-> Co58",1.142639535,SA2,500MW_Port_Cell,Al-Brz,99
Co,58,,1 y,1.931700593,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.76317627,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,1 y,1.155541307,"Ta181 -(n,g)-> Ta182",0.725437277,SA2,500MW_Port_Cell,Al-Brz,99
Ta,182,,1 y,1.155541307,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",0.4225699,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,10 y,99.97331822,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",35.38355652,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,10 y,99.97331822,"Cu63 -(n,a)-> Co60",26.13302538,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,10 y,99.97331822,"Co59 -(n,g)-> Co60m -(IT)-> Co60",20.49253077,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,10 y,99.97331822,"Co59 -(n,g)-> Co60",12.3467048,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,10 y,99.97331822,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",3.316114965,SA2,500MW_Port_Cell,Al-Brz,99
Co,60,,10 y,99.97331822,"Ni60 -(n,p)-> Co60",2.07344662,SA2,500MW_Port_Cell,Al-Brz,99
Na,24,,24 h,45.64420446,"Mg24 -(n,p)-> Na24",26.38098085,SA2,500MW_Port_Cell,Beryllium,99
Na,24,,24 h,45.64420446,"Al27 -(n,a)-> Na24",18.29647936,SA2,500MW_Port_Cell,Beryllium,99
Ta,182,,24 h,25.7705953,"Ta181 -(n,g)-> Ta182",16.17079085,SA2,500MW_Port_Cell,Beryllium,99
W,187,,24 h,10.86921765,"W186 -(n,g)-> W187",10.86910895,SA2,500MW_Port_Cell,Beryllium,99
Ta,182,,24 h,25.7705953,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",9.419410288,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,24 h,10.39056617,"Co59 -(n,g)-> Co60m -(IT)-> Co60",6.247327912,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,24 h,10.39056617,"Co59 -(n,g)-> Co60",3.764086502,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,24 h,3.764115183,"Ni58 -(n,p)-> Co58",2.155407636,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,24 h,3.764115183,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",1.439623493,SA2,500MW_Port_Cell,Beryllium,99
Mn,54,,24 h,1.629329614,"Fe54 -(n,p)-> Mn54",1.354803867,SA2,500MW_Port_Cell,Beryllium,99
Na,24,,24 h,45.64420446,"Na23 -(n,g)-> Na24",0.908776111,SA2,500MW_Port_Cell,Beryllium,99
Sc,48,,24 h,0.446103173,"Ti48 -(n,p)-> Sc48",0.445478628,SA2,500MW_Port_Cell,Beryllium,99
Mn,54,,24 h,1.629329614,"Mn55 -(n,2n)-> Mn54",0.271022688,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,24 h,10.39056617,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",0.178613833,SA2,500MW_Port_Cell,Beryllium,99
Co,57,,24 h,0.17736909,"Ni58 -(n,np)-> Co57",0.172509177,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,24 h,0.249664608,"Ti46 -(n,p)-> Sc46",0.165485192,SA2,500MW_Port_Cell,Beryllium,99
Fe,55,,24 h,0.206968897,"Fe56 -(n,2n)-> Fe55",0.165152901,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,24 h,10.39056617,"Ni60 -(n,p)-> Co60",0.111698586,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,24 h,3.764115183,"Co59 -(n,2n)-> Co58m -(IT)-> Co58",0.091129229,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,24 h,0.249664608,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",0.070705017,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,24 h,3.764115183,"Co59 -(n,2n)-> Co58",0.054165617,SA2,500MW_Port_Cell,Beryllium,99
Fe,55,,24 h,0.206968897,"Fe54 -(n,g)-> Fe55",0.033257832,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,24 h,0.249664608,"Ti47 -(n,np)-> Sc46",0.010233752,SA2,500MW_Port_Cell,Beryllium,99
Fe,55,,24 h,0.206968897,"Ni58 -(n,a)-> Fe55",0.007763403,SA2,500MW_Port_Cell,Beryllium,99
Co,57,,24 h,0.17736909,"Ni58 -(n,2n)-> Ni57 -(b+)-> Co57",0.004432454,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,24 h,0.249664608,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.001483008,SA2,500MW_Port_Cell,Beryllium,99
Ta,182,,11.6 d,59.68510348,"Ta181 -(n,g)-> Ta182",37.45180558,SA2,500MW_Port_Cell,Beryllium,99
Ta,182,,11.6 d,59.68510348,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",21.81550217,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,11.6 d,25.57189814,"Co59 -(n,g)-> Co60m -(IT)-> Co60",15.37510376,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,11.6 d,25.57189814,"Co59 -(n,g)-> Co60",9.263675819,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,11.6 d,8.385236804,"Ni58 -(n,p)-> Co58",4.801554299,SA2,500MW_Port_Cell,Beryllium,99
Mn,54,,11.6 d,3.931082251,"Fe54 -(n,p)-> Mn54",3.268734203,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,11.6 d,8.385236804,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",3.207017668,SA2,500MW_Port_Cell,Beryllium,99
Mn,54,,11.6 d,3.931082251,"Mn55 -(n,2n)-> Mn54",0.653896222,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,11.6 d,25.57189814,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",0.439580929,SA2,500MW_Port_Cell,Beryllium,99
Co,57,,11.6 d,0.426497831,"Ni58 -(n,np)-> Co57",0.414811791,SA2,500MW_Port_Cell,Beryllium,99
Fe,55,,11.6 d,0.507465262,"Fe56 -(n,2n)-> Fe55",0.40493698,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,11.6 d,0.565164015,"Ti46 -(n,p)-> Sc46",0.374607664,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,11.6 d,25.57189814,"Ni60 -(n,p)-> Co60",0.274897905,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,11.6 d,8.385236804,"Co59 -(n,2n)-> Co58m -(IT)-> Co58",0.203006583,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,11.6 d,0.565164015,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",0.160054449,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,11.6 d,8.385236804,"Co59 -(n,2n)-> Co58",0.120663558,SA2,500MW_Port_Cell,Beryllium,99
Fe,55,,11.6 d,0.507465262,"Fe54 -(n,g)-> Fe55",0.081544593,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,11.6 d,0.565164015,"Ti47 -(n,np)-> Sc46",0.023166073,SA2,500MW_Port_Cell,Beryllium,99
Fe,55,,11.6 d,0.507465262,"Ni58 -(n,a)-> Fe55",0.019035022,SA2,500MW_Port_Cell,Beryllium,99
Co,57,,11.6 d,0.426497831,"Ni58 -(n,2n)-> Ni57 -(b+)-> Co57",0.010658181,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,11.6 d,0.565164015,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.003357074,SA2,500MW_Port_Cell,Beryllium,99
Ta,182,,30 d,58.24911293,"Ta181 -(n,g)-> Ta182",36.55073587,SA2,500MW_Port_Cell,Beryllium,99
Ta,182,,30 d,58.24911293,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",21.29063327,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,30 d,27.71089332,"Co59 -(n,g)-> Co60m -(IT)-> Co60",16.66117461,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,30 d,27.71089332,"Co59 -(n,g)-> Co60",10.03854821,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,30 d,7.641004096,"Ni58 -(n,p)-> Co58",4.375391765,SA2,500MW_Port_Cell,Beryllium,99
Mn,54,,30 d,4.116648999,"Fe54 -(n,p)-> Mn54",3.42303481,SA2,500MW_Port_Cell,Beryllium,99
Co,58,,30 d,7.641004096,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",2.922378427,SA2,500MW_Port_Cell,Beryllium,99
Mn,54,,30 d,4.116648999,"Mn55 -(n,2n)-> Mn54",0.684763395,SA2,500MW_Port_Cell,Beryllium,99
Co,60,,30 d,27.71089332,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",0.476350256,SA2,500MW_Port_Cell,Beryllium,99
Fe,55,,30 d,0.546891583,"Fe56 -(n,2n)-> Fe55",0.436397607,SA2,500MW_Port_Cell,Beryllium,99
Co,57,,30 d,0.443962459,"Ni58 -(n,np)-> Co57",0.431797888,SA2,500MW_Port_Cell,Beryllium,99
Sc,46,,30 d,0.529349777,"Ti46 -(n,p)-> Sc46",0.350868913,SA2,500MW_Port_Cell,Beryllium,99
